Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JB375746,08/02/2018 11:27:00 AM,024XX W 66TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0832,15,08B,1161375,1860829,2018,41.773791399,-87.683986153,"(41.773791399, -87.683986153)"
JB375902,08/02/2018 11:28:00 AM,036XX N HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,1923,44,26,1170271,1924485,2018,41.948279589,-87.649516667,"(41.948279589, -87.649516667)"
JB375901,08/02/2018 11:28:00 AM,036XX N HALSTED ST,0460,BATTERY,SIMPLE,OTHER,true,false,1923,44,08B,1170271,1924485,2018,41.948279589,-87.649516667,"(41.948279589, -87.649516667)"
JB378881,08/02/2018 11:30:00 AM,056XX N MASON AVE,0810,THEFT,OVER $500,RESIDENCE-GARAGE,false,false,1622,45,06,1135559,1937093,2018,41.98356619,-87.776811123,"(41.98356619, -87.776811123)"
JB376586,08/02/2018 11:30:00 AM,072XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0323,6,08A,1179294,1857023,2018,41.762957286,-87.618415071,"(41.762957286, -87.618415071)"
JB376095,08/02/2018 11:30:00 AM,016XX W WABANSIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,"SCHOOL, PRIVATE, GROUNDS",false,false,1433,1,07,1165213,1911385,2018,41.912441678,-87.668482136,"(41.912441678, -87.668482136)"
JB375803,08/02/2018 11:30:00 AM,021XX W CERMAK RD,0890,THEFT,FROM BUILDING,OTHER,false,false,1034,25,06,1162394,1889381,2018,41.852120316,-87.679454293,"(41.852120316, -87.679454293)"
JB375769,08/02/2018 11:30:00 AM,0000X S KILBOURN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,true,false,1113,28,04B,1146397,1899477,2018,41.880144255,-87.737911195,"(41.880144255, -87.737911195)"
JB375789,08/02/2018 11:33:00 AM,040XX W CONGRESS PKWY,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,false,false,1132,24,08B,1149593,1897387,2018,41.874347614,-87.726230034,"(41.874347614, -87.726230034)"
JB375967,08/02/2018 11:40:00 AM,056XX S ARCHER AVE,0880,THEFT,PURSE-SNATCHING,OTHER,false,false,0814,23,06,1142778,1869271,2018,41.797322774,-87.751950648,"(41.797322774, -87.751950648)"
JB375832,08/02/2018 11:41:00 AM,015XX W FARGO AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,NURSING HOME/RETIREMENT HOME,false,false,2422,49,11,1164818,1949525,2018,42.017107779,-87.66884662,"(42.017107779, -87.66884662)"
JB375955,08/02/2018 11:46:00 AM,052XX W CONGRESS PKWY,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),true,false,1522,29,18,1141627,1897182,2018,41.873935958,-87.755483038,"(41.873935958, -87.755483038)"
JB375881,08/02/2018 11:46:00 AM,074XX S PRINCETON AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0731,17,06,1175580,1855632,2018,41.759224118,-87.632069012,"(41.759224118, -87.632069012)"
JB375798,08/02/2018 11:48:00 AM,078XX S HALSTED ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,0621,17,18,1172330,1852778,2018,41.751464464,-87.644063902,"(41.751464464, -87.644063902)"
JB375819,08/02/2018 11:51:00 AM,069XX S EGGLESTON AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,0732,6,26,1174476,1858976,2018,41.768425073,-87.63601576,"(41.768425073, -87.63601576)"
JB381135,08/02/2018 11:56:00 AM,035XX N OSCEOLA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1631,36,26,1125787,1922607,2018,41.943983586,-87.813075047,"(41.943983586, -87.813075047)"
JB395765,08/02/2018 12:00:00 PM,010XX N OAKLEY BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1212,32,11,,,2018,,,
JB388968,08/02/2018 12:00:00 PM,021XX E 68TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,0331,5,06,1191597,1860303,2018,41.771668422,-87.573216874,"(41.771668422, -87.573216874)"
JB388083,08/02/2018 12:00:00 PM,0000X W C1 ST,0890,THEFT,FROM BUILDING,AIRCRAFT,false,false,1651,41,06,1099151,1934378,2018,41.976686895,-87.910766785,"(41.976686895, -87.910766785)"
JB384703,08/02/2018 12:00:00 PM,081XX S ESSEX AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0422,7,06,1194260,1851582,2018,41.747672341,-87.563741379,"(41.747672341, -87.563741379)"
JB384565,08/02/2018 12:00:00 PM,079XX S EBERHART AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0624,6,11,1180951,1852449,2018,41.750367788,-87.612482401,"(41.750367788, -87.612482401)"
JB384537,08/02/2018 12:00:00 PM,002XX W MERCHANDISE MART PLZ,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1831,42,06,1174456,1902539,2018,41.887966168,-87.634790696,"(41.887966168, -87.634790696)"
JB381740,08/02/2018 12:00:00 PM,022XX S UNION AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1235,25,06,1171859,1889366,2018,41.851876124,-87.644715733,"(41.851876124, -87.644715733)"
JB379082,08/02/2018 12:00:00 PM,011XX W 15TH ST,0810,THEFT,OVER $500,APARTMENT,false,false,1232,25,06,1169068,1892901,2018,41.861637423,-87.65485686,"(41.861637423, -87.65485686)"
JB378967,08/02/2018 12:00:00 PM,056XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1513,29,06,1138774,1894115,2018,41.865571921,-87.766032483,"(41.865571921, -87.766032483)"
JB376462,08/02/2018 12:00:00 PM,009XX N KARLOV AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1111,37,05,1148883,1905862,2018,41.897617697,-87.728617585,"(41.897617697, -87.728617585)"
JB375834,08/02/2018 12:00:00 PM,011XX N LECLAIRE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1531,37,08A,1142157,1907026,2018,41.900939282,-87.753292795,"(41.900939282, -87.753292795)"
JB377308,08/02/2018 12:00:00 PM,0000X E MONROE ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0112,42,06,1177003,1899949,2018,41.880801792,-87.625515824,"(41.880801792, -87.625515824)"
JB376090,08/02/2018 12:00:00 PM,051XX S WOLCOTT AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0932,16,05,1164553,1870615,2018,41.800578992,-87.672060314,"(41.800578992, -87.672060314)"
JB375883,08/02/2018 12:00:00 PM,071XX S LAFAYETTE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0731,6,08A,1177078,1857498,2018,41.764310992,-87.626522738,"(41.764310992, -87.626522738)"
JB376093,08/02/2018 12:00:00 PM,011XX S STATE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0123,2,06,1176514,1895422,2018,41.868390486,-87.627448078,"(41.868390486, -87.627448078)"
JB375960,08/02/2018 12:00:00 PM,0000X N DEARBORN ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0112,42,06,1175932,1900659,2018,41.882774244,-87.629427024,"(41.882774244, -87.629427024)"
JB375976,08/02/2018 12:00:00 PM,047XX N ROCKWELL ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1911,47,06,1158180,1931437,2018,41.96761238,-87.693769921,"(41.96761238, -87.693769921)"
JB375829,08/02/2018 12:00:00 PM,001XX E WALTON ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,BANK,false,false,1833,42,11,1177551,1906957,2018,41.900019673,-87.623290698,"(41.900019673, -87.623290698)"
JB375850,08/02/2018 12:05:00 PM,003XX N LAKE SHORE DR NB,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0114,42,14,1180185,1902030,2018,41.886439545,-87.613767861,"(41.886439545, -87.613767861)"
JB375870,08/02/2018 12:06:00 PM,058XX W AUGUSTA BLVD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1511,29,08A,1137380,1906076,2018,41.898419654,-87.770862221,"(41.898419654, -87.770862221)"
JB375923,08/02/2018 12:15:00 PM,012XX N SPRINGFIELD AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,SIDEWALK,true,false,2535,27,14,1150152,1908107,2018,41.903753563,-87.72389808,"(41.903753563, -87.72389808)"
JB376030,08/02/2018 12:15:00 PM,0000X N STATE ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0112,42,06,1176365,1900502,2018,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
JB375943,08/02/2018 12:20:00 PM,011XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1213,1,06,1166215,1907714,2018,41.902346841,-87.66490616,"(41.902346841, -87.66490616)"
JB375837,08/02/2018 12:20:00 PM,022XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1034,28,08B,1158719,1888799,2018,41.850599245,-87.69295852,"(41.850599245, -87.69295852)"
JB375961,08/02/2018 12:22:00 PM,031XX N LINCOLN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,false,false,1932,32,11,1165547,1920872,2018,41.938467447,-87.66698427,"(41.938467447, -87.66698427)"
JB375859,08/02/2018 12:25:00 PM,053XX W LELAND AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1623,45,08A,1139900,1930568,2018,41.965582538,-87.761005791,"(41.965582538, -87.761005791)"
JB376293,08/02/2018 12:25:00 PM,083XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,0632,6,14,1181250,1849793,2018,41.743072548,-87.611468389,"(41.743072548, -87.611468389)"
JB375833,08/02/2018 12:29:00 PM,045XX N BROADWAY,0890,THEFT,FROM BUILDING,OTHER,false,false,1913,46,06,1168195,1930423,2018,41.964618881,-87.656975296,"(41.964618881, -87.656975296)"
JB387925,08/02/2018 12:30:00 PM,001XX W LAKE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,0122,42,26,1174865,1901728,2018,41.885731591,-87.633313023,"(41.885731591, -87.633313023)"
JB377525,08/02/2018 12:30:00 PM,027XX W Francis pl,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1431,1,06,1157691,1913452,2018,41.918270365,-87.696059568,"(41.918270365, -87.696059568)"
JB376669,08/02/2018 12:30:00 PM,049XX W QUINCY ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1533,28,08A,1143619,1898550,2018,41.877652887,-87.748135016,"(41.877652887, -87.748135016)"
JB375970,08/02/2018 12:30:00 PM,015XX N KOLIN AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,STREET,false,false,2534,37,26,1147096,1909848,2018,41.908590075,-87.735078993,"(41.908590075, -87.735078993)"
JB375860,08/02/2018 12:30:00 PM,080XX S WENTWORTH AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0623,17,08A,1176384,1851669,2018,41.748331152,-87.629241262,"(41.748331152, -87.629241262)"
JB375866,08/02/2018 12:30:00 PM,040XX W CULLERTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1012,24,08B,1149792,1890119,2018,41.854399495,-87.725688266,"(41.854399495, -87.725688266)"
JB375825,08/02/2018 12:30:00 PM,070XX S HARPER AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0332,5,06,1187599,1858667,2018,41.767275125,-87.587923969,"(41.767275125, -87.587923969)"
JB376129,08/02/2018 12:36:00 PM,008XX S WABASH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0123,2,11,1176920,1896499,2018,41.871336669,-87.625925,"(41.871336669, -87.625925)"
JB375917,08/02/2018 12:40:00 PM,010XX N DRAKE AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,false,false,1121,27,15,1152520,1906682,2018,41.899796734,-87.715237513,"(41.899796734, -87.715237513)"
JB376766,08/02/2018 12:43:00 PM,014XX W 64TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,ALLEY,false,false,0725,17,11,1167648,1862302,2018,41.777701224,-87.660948372,"(41.777701224, -87.660948372)"
JB375927,08/02/2018 12:45:00 PM,017XX N WESTERN AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,1434,1,08B,1160093,1911519,2018,41.912916752,-87.687287942,"(41.912916752, -87.687287942)"
JB375871,08/02/2018 12:45:00 PM,045XX S DREXEL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0221,4,08B,1182956,1875076,2018,41.812412001,-87.604432386,"(41.812412001, -87.604432386)"
JB375876,08/02/2018 12:50:00 PM,001XX E 51ST ST,051A,ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,false,false,0231,3,04A,1178181,1871245,2018,41.8020092,-87.622063199,"(41.8020092, -87.622063199)"
JB375889,08/02/2018 12:52:00 PM,124XX S HALSTED ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,0523,34,03,1173253,1822356,2018,41.667961689,-87.641577151,"(41.667961689, -87.641577151)"
JB377510,08/02/2018 01:00:00 PM,006XX S MICHIGAN AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,false,false,0123,2,10,1177375,1897517,2018,41.874119819,-87.624223667,"(41.874119819, -87.624223667)"
JB385814,08/02/2018 01:00:00 PM,086XX S AVALON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0412,8,08B,1186186,1848045,2018,41.738160808,-87.59343796,"(41.738160808, -87.59343796)"
JB385074,08/02/2018 01:00:00 PM,023XX W WABANSIA AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1434,1,06,1160676,1911409,2018,41.912602833,-87.685149193,"(41.912602833, -87.685149193)"
JB377991,08/02/2018 01:00:00 PM,071XX S CICERO AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0833,13,08B,1145608,1857039,2018,41.763703131,-87.741881018,"(41.763703131, -87.741881018)"
JB376643,08/02/2018 01:00:00 PM,052XX S KEELER AVE,0810,THEFT,OVER $500,STREET,false,false,0815,23,06,1149255,1869468,2018,41.797740707,-87.728193183,"(41.797740707, -87.728193183)"
JB376564,08/02/2018 01:00:00 PM,010XX N MASSASOIT AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1511,29,05,1137830,1906424,2018,41.899366502,-87.769200971,"(41.899366502, -87.769200971)"
JB376398,08/02/2018 01:00:00 PM,059XX S TROY ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0824,16,06,1156400,1865091,2018,41.785588586,-87.702108929,"(41.785588586, -87.702108929)"
JB376356,08/02/2018 01:00:00 PM,057XX N ORIOLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1612,41,14,1124677,1937174,2018,41.983975509,-87.816832244,"(41.983975509, -87.816832244)"
JB376126,08/02/2018 01:00:00 PM,0000X W ADAMS ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0113,42,06,1175814,1899439,2018,41.879429148,-87.629897039,"(41.879429148, -87.629897039)"
JB375890,08/02/2018 01:00:00 PM,007XX N LA SALLE DR,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1832,42,06,1175002,1905451,2018,41.895944641,-87.632698303,"(41.895944641, -87.632698303)"
JB375898,08/02/2018 01:03:00 PM,094XX S LAFLIN ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,ALLEY,false,false,2222,21,03,1167989,1842168,2018,41.72244342,-87.660275653,"(41.72244342, -87.660275653)"
JB375896,08/02/2018 01:08:00 PM,003XX W 108TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0513,34,03,1176058,1833310,2018,41.697958905,-87.630984694,"(41.697958905, -87.630984694)"
JB376246,08/02/2018 01:10:00 PM,047XX S LAKE PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,0222,4,07,1186364,1873970,2018,41.809297059,-87.591967028,"(41.809297059, -87.591967028)"
JB375891,08/02/2018 01:10:00 PM,078XX S AVALON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0411,8,26,1185908,1853196,2018,41.75230223,-87.59429439,"(41.75230223, -87.59429439)"
JB376060,08/02/2018 01:15:00 PM,094XX S UNION AVE,0810,THEFT,OVER $500,STREET,false,false,2223,21,06,1173298,1842348,2018,41.722821818,-87.640824204,"(41.722821818, -87.640824204)"
JB376034,08/02/2018 01:15:00 PM,045XX S KOLIN AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,OTHER,false,false,0815,14,04A,1148050,1874277,2018,41.810960522,-87.732488888,"(41.810960522, -87.732488888)"
JB375922,08/02/2018 01:19:00 PM,019XX S SPRINGFIELD AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,true,1014,24,04A,1150709,1890062,2018,41.854225223,-87.722323962,"(41.854225223, -87.722323962)"
JB375920,08/02/2018 01:25:00 PM,049XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,true,1533,24,14,1143659,1898220,2018,41.876746578,-87.747996408,"(41.876746578, -87.747996408)"
JB376010,08/02/2018 01:29:00 PM,056XX W WEST END AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,true,false,1512,29,18,1138732,1900910,2018,41.88421907,-87.766021794,"(41.88421907, -87.766021794)"
JB375928,08/02/2018 01:30:00 PM,013XX N HUDSON AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1821,27,06,1173068,1909520,2018,41.907153315,-87.639680572,"(41.907153315, -87.639680572)"
JB376160,08/02/2018 01:30:00 PM,029XX N MARMORA AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,true,2514,30,06,1136544,1918955,2018,41.933776142,-87.773624125,"(41.933776142, -87.773624125)"
JB376139,08/02/2018 01:30:00 PM,007XX E 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0624,6,08B,1182749,1852793,2018,41.751270235,-87.605883115,"(41.751270235, -87.605883115)"
JB375949,08/02/2018 01:30:00 PM,009XX W LAKE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1214,27,06,1169909,1901639,2018,41.885596865,-87.651514924,"(41.885596865, -87.651514924)"
JB375934,08/02/2018 01:33:00 PM,007XX W WAVELAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,false,1925,46,07,1170898,1924956,2018,41.94955828,-87.647198103,"(41.94955828, -87.647198103)"
JB375956,08/02/2018 01:35:00 PM,062XX S ST LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0313,20,14,1181308,1863752,2018,41.781376158,-87.610826287,"(41.781376158, -87.610826287)"
JB376072,08/02/2018 01:48:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0111,42,06,1176338,1901346,2018,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
JB375989,08/02/2018 01:50:00 PM,045XX S DREXEL BLVD,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,0221,4,04B,1182956,1875076,2018,41.812412001,-87.604432386,"(41.812412001, -87.604432386)"
JB376000,08/02/2018 01:50:00 PM,114XX S FOREST AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0531,9,08B,1180291,1829062,2018,41.686206028,-87.615615357,"(41.686206028, -87.615615357)"
JB375977,08/02/2018 01:50:00 PM,031XX W MADISON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,1124,28,15,1155554,1899852,2018,41.88099404,-87.704277465,"(41.88099404, -87.704277465)"
JB375975,08/02/2018 01:54:00 PM,008XX N KEDZIE AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1121,27,08A,1154891,1905271,2018,41.895877613,-87.706566627,"(41.895877613, -87.706566627)"
JB376456,08/02/2018 01:55:00 PM,057XX S CHRISTIANA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0822,14,11,1155026,1866412,2018,41.789241173,-87.707111423,"(41.789241173, -87.707111423)"
JB396045,08/02/2018 02:00:00 PM,099XX S LAFAYETTE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0511,9,06,,,2018,,,
JB382852,08/02/2018 02:00:00 PM,030XX W JACKSON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1124,28,26,1155948,1898528,2018,41.877352918,-87.702866432,"(41.877352918, -87.702866432)"
JB382545,08/02/2018 02:00:00 PM,029XX W FLOURNOY ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1135,2,06,1156845,1896891,2018,41.872842698,-87.699617262,"(41.872842698, -87.699617262)"
JB377937,08/02/2018 02:00:00 PM,106XX S HALSTED ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,2233,34,06,1172863,1834394,2018,41.701004467,-87.642651258,"(41.701004467, -87.642651258)"
JB377398,08/02/2018 02:00:00 PM,040XX W EDDY ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1731,30,06,1148876,1923349,2018,41.94560378,-87.728190055,"(41.94560378, -87.728190055)"
JB377363,08/02/2018 02:00:00 PM,079XX S CALUMET AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0623,6,03,1179847,1852537,2018,41.75063458,-87.616525242,"(41.75063458, -87.616525242)"
JB376960,08/02/2018 02:00:00 PM,061XX S CARPENTER ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0712,16,08A,1170368,1864018,2018,41.782351338,-87.650926895,"(41.782351338, -87.650926895)"
JB376708,08/02/2018 02:00:00 PM,006XX W MADISON ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0121,27,06,1171862,1900277,2018,41.881816644,-87.644383332,"(41.881816644, -87.644383332)"
JB376698,08/02/2018 02:00:00 PM,065XX S EBERHART AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,true,0321,20,06,1180701,1861683,2018,41.775712595,-87.613115194,"(41.775712595, -87.613115194)"
JB376032,08/02/2018 02:00:00 PM,080XX S KNOX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,0834,13,08B,1147050,1850918,2018,41.746878696,-87.736751263,"(41.746878696, -87.736751263)"
JB376076,08/02/2018 02:00:00 PM,021XX E 103RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0434,10,14,1192009,1837099,2018,41.707984547,-87.572458676,"(41.707984547, -87.572458676)"
JB376443,08/02/2018 02:00:00 PM,023XX N MONITOR AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,2515,37,03,1137007,1914856,2018,41.922519725,-87.772021205,"(41.922519725, -87.772021205)"
JB376256,08/02/2018 02:00:00 PM,048XX N LONG AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1623,45,08B,1139465,1931490,2018,41.968120549,-87.762582634,"(41.968120549, -87.762582634)"
JB376277,08/02/2018 02:00:00 PM,011XX N LARAMIE AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1531,37,06,1141487,1907148,2018,41.901286469,-87.755750771,"(41.901286469, -87.755750771)"
JB375986,08/02/2018 02:19:00 PM,023XX W CERMAK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1234,25,06,1161087,1889344,2018,41.852045995,-87.684252376,"(41.852045995, -87.684252376)"
JB375978,08/02/2018 02:20:00 PM,017XX W NORTH AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,SMALL RETAIL STORE,false,false,1433,1,11,1164578,1910704,2018,41.910586452,-87.670834275,"(41.910586452, -87.670834275)"
JB394469,08/02/2018 02:30:00 PM,047XX S LAKE SHORE DR SB,0810,THEFT,OVER $500,LAKEFRONT/WATERFRONT/RIVERBANK,false,false,0222,4,06,,,2018,,,
JB376004,08/02/2018 02:30:00 PM,019XX S SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1014,24,14,1150709,1890062,2018,41.854225223,-87.722323962,"(41.854225223, -87.722323962)"
JB376157,08/02/2018 02:30:00 PM,024XX W 63RD ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0825,15,06,1160994,1862809,2018,41.779232682,-87.685328135,"(41.779232682, -87.685328135)"
JB376096,08/02/2018 02:30:00 PM,002XX E ERIE ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,false,false,1834,42,08B,1178056,1904830,2018,41.894171604,-87.621500665,"(41.894171604, -87.621500665)"
JB376102,08/02/2018 02:30:00 PM,009XX W CONCORD PL,0810,THEFT,OVER $500,STREET,false,false,1813,32,06,1169742,1911176,2018,41.911770629,-87.651849985,"(41.911770629, -87.651849985)"
JB376042,08/02/2018 02:30:00 PM,075XX S SAGINAW AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,0421,7,18,1195235,1855469,2018,41.75831458,-87.560040739,"(41.75831458, -87.560040739)"
JB377637,08/02/2018 02:35:00 PM,0000X E WASHINGTON ST,0460,BATTERY,SIMPLE,CTA PLATFORM,false,false,0112,42,08B,1176641,1900827,2018,41.883219258,-87.626818503,"(41.883219258, -87.626818503)"
JB377128,08/02/2018 02:35:00 PM,062XX W GRACE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1633,38,14,1134003,1924610,2018,41.949339222,-87.782828897,"(41.949339222, -87.782828897)"
JB377352,08/02/2018 02:37:00 PM,035XX W DOUGLAS BLVD,0460,BATTERY,SIMPLE,VEHICLE-COMMERCIAL,false,false,1021,24,08B,1153093,1893230,2018,41.862871696,-87.713489726,"(41.862871696, -87.713489726)"
JB376022,08/02/2018 02:44:00 PM,017XX N HUMBOLDT BLVD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,SIDEWALK,true,false,1421,35,14,1156104,1911437,2018,41.912773253,-87.701944836,"(41.912773253, -87.701944836)"
JB377442,08/02/2018 02:45:00 PM,008XX W WASHINGTON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,1224,27,07,1170589,1900741,2018,41.88311784,-87.649044143,"(41.88311784, -87.649044143)"
