Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JB380180,08/04/2018 10:35:00 PM,001XX W HURON ST,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,false,false,1832,42,06,1175253,1905045,2018,41.894824927,-87.631788635,"(41.894824927, -87.631788635)"
JB379631,08/04/2018 10:40:00 PM,018XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0714,15,08B,1165204,1862892,2018,41.77937235,-87.669891444,"(41.77937235, -87.669891444)"
JB379655,08/04/2018 10:41:00 PM,058XX W ERIE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1511,29,05,1137443,1903710,2018,41.891925919,-87.770687811,"(41.891925919, -87.770687811)"
JB379873,08/04/2018 10:45:00 PM,030XX S HAYNES CT,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0913,11,08B,1168701,1884583,2018,41.838820048,-87.656444726,"(41.838820048, -87.656444726)"
JB379643,08/04/2018 10:45:00 PM,076XX S EAST END AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,false,false,0414,8,26,1188859,1854758,2018,41.756518432,-87.583430519,"(41.756518432, -87.583430519)"
JB379641,08/04/2018 10:45:00 PM,052XX W POTOMAC AVE,0460,BATTERY,SIMPLE,STREET,true,false,2532,37,08B,1141264,1908155,2018,41.90405391,-87.756545013,"(41.90405391, -87.756545013)"
JB379642,08/04/2018 10:50:00 PM,064XX S TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0825,15,08B,1159819,1861763,2018,41.776386527,-87.689664535,"(41.776386527, -87.689664535)"
JB379686,08/04/2018 10:51:00 PM,014XX W 112TH PL,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,2234,34,03,1168829,1830107,2018,41.689328068,-87.657545525,"(41.689328068, -87.657545525)"
JB379653,08/04/2018 10:55:00 PM,047XX S ABERDEEN ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0933,3,03,1169786,1873155,2018,41.807436951,-87.652795478,"(41.807436951, -87.652795478)"
JB381469,08/04/2018 11:00:00 PM,068XX N TONTY AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1621,41,06,1135165,1945160,2018,42.005709714,-87.778067826,"(42.005709714, -87.778067826)"
JB384971,08/04/2018 11:00:00 PM,074XX N GREENVIEW AVE,0460,BATTERY,SIMPLE,OTHER,false,false,2422,49,08B,1164990,1949817,2018,42.017905366,-87.668205355,"(42.017905366, -87.668205355)"
JB382272,08/04/2018 11:00:00 PM,078XX S ESSEX AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0421,7,05,1194218,1853562,2018,41.75310665,-87.563830389,"(41.75310665, -87.563830389)"
JB381425,08/04/2018 11:00:00 PM,068XX N hiawatha ave,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1621,41,06,1135601,1945326,2018,42.00615746,-87.77645974,"(42.00615746, -87.77645974)"
JB379896,08/04/2018 11:00:00 PM,062XX S MAPLEWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0825,15,07,1160441,1863293,2018,41.780572262,-87.687342172,"(41.780572262, -87.687342172)"
JB380644,08/04/2018 11:00:00 PM,024XX N SPAULDING AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1413,35,11,1153664,1916059,2018,41.925505352,-87.710785573,"(41.925505352, -87.710785573)"
JB380640,08/04/2018 11:00:00 PM,024XX N SPAULDING AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1413,35,06,1153664,1916059,2018,41.925505352,-87.710785573,"(41.925505352, -87.710785573)"
JB380520,08/04/2018 11:00:00 PM,023XX S LAWNDALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1013,22,05,1152075,1888164,2018,41.8489901,-87.717360133,"(41.8489901, -87.717360133)"
JB380660,08/04/2018 11:00:00 PM,054XX W KAMERLING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2532,37,14,1139707,1908450,2018,41.90489201,-87.762257137,"(41.90489201, -87.762257137)"
JB380082,08/04/2018 11:00:00 PM,071XX N RIDGE BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE-COMMERCIAL,false,false,2424,49,14,1161014,1947561,2018,42.011798696,-87.682899299,"(42.011798696, -87.682899299)"
JB380064,08/04/2018 11:00:00 PM,032XX W WILSON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1713,33,07,1154031,1930343,2018,41.964694351,-87.709054761,"(41.964694351, -87.709054761)"
JB379994,08/04/2018 11:00:00 PM,032XX W WILSON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1713,33,05,1154031,1930343,2018,41.964694351,-87.709054761,"(41.964694351, -87.709054761)"
JB379741,08/04/2018 11:00:00 PM,001XX W HUBBARD ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,1831,42,04B,1174947,1903283,2018,41.889996763,-87.632965299,"(41.889996763, -87.632965299)"
JB379666,08/04/2018 11:10:00 PM,041XX W 77TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0834,13,08B,1150302,1853059,2018,41.752691481,-87.724779434,"(41.752691481, -87.724779434)"
JB379724,08/04/2018 11:10:00 PM,030XX E 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0422,7,08B,1197670,1853166,2018,41.751934578,-87.551193617,"(41.751934578, -87.551193617)"
JB379670,08/04/2018 11:15:00 PM,047XX S DAN RYAN XPRS IB,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA TRAIN,false,false,0935,3,04A,,,2018,,,
JB379713,08/04/2018 11:15:00 PM,067XX S JEFFERY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0332,5,08B,1190703,1860780,2018,41.772998982,-87.576478539,"(41.772998982, -87.576478539)"
JB379728,08/04/2018 11:15:00 PM,0000X W 95TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA STATION,true,false,0511,21,26,1177703,1841947,2018,41.721623049,-87.624701342,"(41.721623049, -87.624701342)"
JB379674,08/04/2018 11:20:00 PM,061XX S LAWNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,13,14,1152760,1863735,2018,41.781940072,-87.715490728,"(41.781940072, -87.715490728)"
JB381391,08/04/2018 11:25:00 PM,004XX S MICHIGAN AVE,0870,THEFT,POCKET-PICKING,SIDEWALK,false,false,0113,2,06,1177353,1898399,2018,41.876540576,-87.624277688,"(41.876540576, -87.624277688)"
JB388129,08/04/2018 11:30:00 PM,005XX N WELLS ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,42,06,1174647,1903665,2018,41.891051707,-87.63405559,"(41.891051707, -87.63405559)"
JB380185,08/04/2018 11:30:00 PM,043XX S STATE ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0215,3,06,1176995,1876348,2018,41.816039143,-87.626258734,"(41.816039143, -87.626258734)"
JB379680,08/04/2018 11:30:00 PM,026XX W 21ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1023,28,14,1159074,1889629,2018,41.852869582,-87.691632834,"(41.852869582, -87.691632834)"
JB386638,08/04/2018 11:30:00 PM,034XX N MILWAUKEE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,false,false,1731,30,02,1148175,1922514,2018,41.943326023,-87.730788275,"(41.943326023, -87.730788275)"
JB380623,08/04/2018 11:30:00 PM,104XX S CORLISS AVE,0560,ASSAULT,SIMPLE,RESIDENCE-GARAGE,false,false,0512,9,08A,1183422,1835942,2018,41.7050135,-87.603940179,"(41.7050135, -87.603940179)"
JB379711,08/04/2018 11:30:00 PM,044XX S MOZART ST,0460,BATTERY,SIMPLE,ALLEY,false,false,0922,12,08B,1158106,1875165,2018,41.813198456,-87.695579849,"(41.813198456, -87.695579849)"
JB379758,08/04/2018 11:30:00 PM,071XX S HONORE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0735,17,05,1165255,1857304,2018,41.764037053,-87.66986251,"(41.764037053, -87.66986251)"
JB379676,08/04/2018 11:30:00 PM,002XX N LARAMIE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,true,1532,28,04B,1141669,1901165,2018,41.884865037,-87.755230327,"(41.884865037, -87.755230327)"
JB379725,08/04/2018 11:30:00 PM,043XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1731,31,06,1146644,1920916,2018,41.938970365,-87.736456428,"(41.938970365, -87.736456428)"
JB379683,08/04/2018 11:32:00 PM,071XX S ARTESIAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,false,0832,18,08B,1161279,1857158,2018,41.76371964,-87.684439598,"(41.76371964, -87.684439598)"
JB379691,08/04/2018 11:35:00 PM,052XX S MAYFIELD AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0811,23,08B,1137918,1869343,2018,41.79760917,-87.769771547,"(41.79760917, -87.769771547)"
JB379701,08/04/2018 11:36:00 PM,002XX E 55TH PL,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,0231,20,24,1178699,1868273,2018,41.79384198,-87.620253917,"(41.79384198, -87.620253917)"
JB379684,08/04/2018 11:39:00 PM,002XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1114,28,08B,1149030,1900778,2018,41.88366381,-87.728209353,"(41.88366381, -87.728209353)"
JB380130,08/04/2018 11:40:00 PM,064XX N WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2412,50,14,1157158,1942572,2018,41.998188218,-87.697223659,"(41.998188218, -87.697223659)"
JB379699,08/04/2018 11:41:00 PM,061XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0313,20,14,1179974,1864396,2018,41.783174011,-87.61569728,"(41.783174011, -87.61569728)"
JB379702,08/04/2018 11:43:00 PM,004XX E MARQUETTE RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,FIRE STATION,false,false,0312,20,14,1180486,1860691,2018,41.772995387,-87.613933776,"(41.772995387, -87.613933776)"
JB379716,08/04/2018 11:45:00 PM,027XX N MAJOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2514,30,08B,1137910,1917637,2018,41.930134827,-87.768635954,"(41.930134827, -87.768635954)"
JB379721,08/04/2018 11:46:00 PM,062XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0311,20,08B,1178263,1863570,2018,41.780946398,-87.621995369,"(41.780946398, -87.621995369)"
JB379706,08/04/2018 11:48:00 PM,012XX W SCHOOL ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1924,44,03,1167418,1922043,2018,41.941640613,-87.660074149,"(41.941640613, -87.660074149)"
JB379700,08/04/2018 11:50:00 PM,018XX W JACKSON BLVD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,1225,2,04B,1164248,1898656,2018,41.877532811,-87.672387519,"(41.877532811, -87.672387519)"
JB379753,08/04/2018 11:50:00 PM,001XX W DELAWARE PL,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1832,42,03,1175268,1906661,2018,41.899258978,-87.631685006,"(41.899258978, -87.631685006)"
JB379698,08/04/2018 11:54:00 PM,026XX E 75TH ST,0460,BATTERY,SIMPLE,STREET,true,false,0334,7,08B,1195438,1855912,2018,41.759525194,-87.55928217,"(41.759525194, -87.55928217)"
JB379712,08/04/2018 11:54:00 PM,038XX W 51ST ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,0822,23,15,1151674,1870530,2018,41.800607919,-87.719294398,"(41.800607919, -87.719294398)"
JB380053,08/04/2018 11:59:00 PM,049XX W SUPERIOR ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1531,37,07,1143333,1904516,2018,41.894029654,-87.749035993,"(41.894029654, -87.749035993)"
JB392993,08/05/2018 12:00:00 AM,005XX W SUPERIOR ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,1831,42,11,1172456,1905266,2018,41.895493662,-87.642054613,"(41.895493662, -87.642054613)"
JB382020,08/05/2018 12:00:00 AM,017XX N CICERO AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,false,false,2533,37,11,1144138,1910955,2018,41.9116839,-87.745917518,"(41.9116839, -87.745917518)"
JB379934,08/05/2018 12:00:00 AM,034XX W MADISON ST,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,BAR OR TAVERN,false,false,1123,28,03,1153544,1899807,2018,41.880910746,-87.711659284,"(41.880910746, -87.711659284)"
JB380724,08/05/2018 12:00:00 AM,049XX N KOLMAR AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1712,39,06,1144603,1932746,2018,41.971471632,-87.74365854,"(41.971471632, -87.74365854)"
JB380113,08/05/2018 12:00:00 AM,005XX N Wells St,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,42,06,1174647,1903665,2018,41.891051707,-87.63405559,"(41.891051707, -87.63405559)"
JB380788,08/05/2018 12:00:00 AM,006XX N FRANKLIN ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,42,06,1174211,1904618,2018,41.893676531,-87.635628328,"(41.893676531, -87.635628328)"
JB380314,08/05/2018 12:00:00 AM,055XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0712,16,14,1170923,1867996,2018,41.793255318,-87.648775991,"(41.793255318, -87.648775991)"
JB380236,08/05/2018 12:00:00 AM,036XX W 84TH PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,0834,18,14,1153656,1848306,2018,41.739582689,-87.712613898,"(41.739582689, -87.712613898)"
JB380035,08/05/2018 12:00:00 AM,014XX W LELAND AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,1913,46,02,1166038,1931316,2018,41.967115755,-87.664880355,"(41.967115755, -87.664880355)"
JB380059,08/05/2018 12:00:00 AM,004XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,42,06,1175457,1903385,2018,41.890265219,-87.631089305,"(41.890265219, -87.631089305)"
JB380023,08/05/2018 12:00:00 AM,042XX W AUGUSTA BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1111,37,07,1147861,1906328,2018,41.898916156,-87.732359318,"(41.898916156, -87.732359318)"
JB379849,08/05/2018 12:00:00 AM,002XX W 112TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,true,0522,34,04A,1176675,1830670,2018,41.690700528,-87.628804636,"(41.690700528, -87.628804636)"
JB381542,08/05/2018 12:01:00 AM,013XX W EDDY ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1924,44,06,1166638,1923685,2018,41.946163113,-87.662893753,"(41.946163113, -87.662893753)"
JB379975,08/05/2018 12:01:00 AM,016XX W CONGRESS PKWY,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,1231,2,08B,1165475,1897799,2018,41.875155116,-87.667906709,"(41.875155116, -87.667906709)"
JB379799,08/05/2018 12:01:00 AM,037XX N HALSTED ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1923,46,06,1170237,1925336,2018,41.950615509,-87.649616689,"(41.950615509, -87.649616689)"
JB379715,08/05/2018 12:02:00 AM,016XX S AVERS AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1014,24,04B,1151007,1891607,2018,41.858459065,-87.721189746,"(41.858459065, -87.721189746)"
JB379800,08/05/2018 12:05:00 AM,0000X W HUBBARD ST,0870,THEFT,POCKET-PICKING,TAVERN/LIQUOR STORE,true,false,1831,42,06,1176107,1903313,2018,41.890053025,-87.628704402,"(41.890053025, -87.628704402)"
JB379717,08/05/2018 12:05:00 AM,037XX W ALTGELD ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,2524,35,04B,1151211,1916360,2018,41.926379839,-87.719791226,"(41.926379839, -87.719791226)"
JB379727,08/05/2018 12:09:00 AM,119XX S YALE AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,ALLEY,false,false,0522,9,15,1176758,1825821,2018,41.677392272,-87.628645977,"(41.677392272, -87.628645977)"
JB382394,08/05/2018 12:10:00 AM,002XX W Ontario St,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1831,42,06,1174469,1904439,2018,41.893179585,-87.634686145,"(41.893179585, -87.634686145)"
JB379738,08/05/2018 12:15:00 AM,034XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0211,4,06,1179474,1882305,2018,41.832329279,-87.616983146,"(41.832329279, -87.616983146)"
JB379744,08/05/2018 12:15:00 AM,024XX N ASHLAND AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1932,32,08A,1165253,1916483,2018,41.926430054,-87.668189926,"(41.926430054, -87.668189926)"
JB379761,08/05/2018 12:17:00 AM,023XX N ORCHARD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,true,true,1812,43,08B,1171218,1915702,2018,41.92415789,-87.646294447,"(41.92415789, -87.646294447)"
JB379779,08/05/2018 12:20:00 AM,042XX S NORMAL AVE,1330,CRIMINAL TRESPASS,TO LAND,CONSTRUCTION SITE,true,false,0925,11,26,1173673,1876595,2018,41.816791298,-87.638437112,"(41.816791298, -87.638437112)"
JB379730,08/05/2018 12:20:00 AM,014XX N SEDGWICK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1821,27,08B,1173383,1909988,2018,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
JB379746,08/05/2018 12:21:00 AM,012XX S WABASH AVE,0460,BATTERY,SIMPLE,GAS STATION,false,false,0131,2,08B,1176963,1894862,2018,41.866843668,-87.625816668,"(41.866843668, -87.625816668)"
JB379731,08/05/2018 12:23:00 AM,041XX W CULLERTON ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1012,24,04B,1149005,1890097,2018,41.85435437,-87.728577473,"(41.85435437, -87.728577473)"
JB381265,08/05/2018 12:26:00 AM,035XX W ARTHINGTON ST,0620,BURGLARY,UNLAWFUL ENTRY,PARK PROPERTY,false,false,1133,24,05,1152961,1895814,2018,41.869965095,-87.713905843,"(41.869965095, -87.713905843)"
JB379776,08/05/2018 12:26:00 AM,076XX S VERNON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0624,6,14,1180569,1854391,2018,41.755705623,-87.613822698,"(41.755705623, -87.613822698)"
JB385970,08/05/2018 12:30:00 AM,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,42,06,1176107,1903313,2018,41.890053025,-87.628704402,"(41.890053025, -87.628704402)"
JB380114,08/05/2018 12:30:00 AM,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,42,06,1176050,1903312,2018,41.890051565,-87.62891376,"(41.890051565, -87.62891376)"
JB380101,08/05/2018 12:30:00 AM,001XX W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,42,06,1175290,1903292,2018,41.890013771,-87.631705393,"(41.890013771, -87.631705393)"
JB380443,08/05/2018 12:30:00 AM,070XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0732,6,08B,1172181,1858279,2018,41.766563171,-87.644448488,"(41.766563171, -87.644448488)"
JB380219,08/05/2018 12:30:00 AM,075XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,0623,6,14,1179342,1855077,2018,41.757616155,-87.618298429,"(41.757616155, -87.618298429)"
JB380058,08/05/2018 12:30:00 AM,034XX S RHODES AVE,0810,THEFT,OVER $500,STREET,false,false,0211,4,06,1180459,1882281,2018,41.832240825,-87.613369823,"(41.832240825, -87.613369823)"
JB379818,08/05/2018 12:30:00 AM,092XX S CONSTANCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0413,8,08B,1190126,1844137,2018,41.727343012,-87.579128421,"(41.727343012, -87.579128421)"
JB379764,08/05/2018 12:30:00 AM,039XX W DICKENS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,2525,30,08B,1149711,1913664,2018,41.91901109,-87.725373305,"(41.91901109, -87.725373305)"
JB379742,08/05/2018 12:31:00 AM,071XX W SCHREIBER AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,false,1611,41,26,1127737,1942543,2018,41.998657372,-87.805456072,"(41.998657372, -87.805456072)"
JB381043,08/05/2018 12:37:00 AM,038XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1122,27,08B,1150546,1903060,2018,41.889896392,-87.722582787,"(41.889896392, -87.722582787)"
JB379745,08/05/2018 12:39:00 AM,013XX W 76TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,0612,17,04B,1168687,1854377,2018,41.755931648,-87.657367707,"(41.755931648, -87.657367707)"
JB380311,08/05/2018 12:43:00 AM,022XX N LAWNDALE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,2525,35,26,1151344,1914595,2018,41.921533913,-87.719348948,"(41.921533913, -87.719348948)"
JB379786,08/05/2018 12:43:00 AM,078XX S MARSHFIELD AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0611,17,24,1166707,1852679,2018,41.751314561,-87.664672335,"(41.751314561, -87.664672335)"
JB379748,08/05/2018 12:50:00 AM,009XX N KARLOV AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1111,37,04B,1148883,1905869,2018,41.897636905,-87.728617403,"(41.897636905, -87.728617403)"
JB379765,08/05/2018 12:52:00 AM,037XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1923,44,08B,1167786,1925033,2018,41.949837364,-87.658635101,"(41.949837364, -87.658635101)"
JB379762,08/05/2018 12:55:00 AM,025XX N KEDZIE BLVD,0460,BATTERY,SIMPLE,BAR OR TAVERN,true,false,1414,35,08B,1154626,1916888,2018,41.927760974,-87.70722846,"(41.927760974, -87.70722846)"
JB379781,08/05/2018 12:55:00 AM,005XX W SCOTT ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1821,27,06,1172421,1908549,2018,41.904503172,-87.642086005,"(41.904503172, -87.642086005)"
JB392869,08/05/2018 01:00:00 AM,005XX E 60TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0313,20,05,1180812,1865345,2018,41.785758923,-87.612595762,"(41.785758923, -87.612595762)"
JB383038,08/05/2018 01:00:00 AM,046XX W PALMER ST,0810,THEFT,OVER $500,BAR OR TAVERN,false,false,2522,31,06,1144907,1914219,2018,41.920626164,-87.743009881,"(41.920626164, -87.743009881)"
JB382526,08/05/2018 01:00:00 AM,005XX N MC CLURG CT,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,42,07,1179104,1903846,2018,41.89144754,-87.617681884,"(41.89144754, -87.617681884)"
JB381421,08/05/2018 01:00:00 AM,022XX N Cleveland Ave,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1812,43,06,1172561,1915067,2018,41.922385789,-87.641378588,"(41.922385789, -87.641378588)"
JB381711,08/05/2018 01:00:00 AM,0000X W ELM ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1824,42,06,1175930,1908090,2018,41.90316534,-87.629210442,"(41.90316534, -87.629210442)"
JB381496,08/05/2018 01:00:00 AM,104XX S PROSPECT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2212,19,26,1167553,1835623,2018,41.704492256,-87.66205957,"(41.704492256, -87.66205957)"
JB380267,08/05/2018 01:00:00 AM,002XX W ONTARIO ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,false,false,1831,42,06,1174469,1904439,2018,41.893179585,-87.634686145,"(41.893179585, -87.634686145)"
JB380903,08/05/2018 01:00:00 AM,052XX S PULASKI RD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,COMMERCIAL / BUSINESS OFFICE,false,true,0815,23,26,1150590,1869566,2018,41.79798374,-87.723294914,"(41.79798374, -87.723294914)"
JB380348,08/05/2018 01:00:00 AM,036XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,STREET,false,false,0212,4,08B,1182233,1881257,2018,41.829389915,-87.606892634,"(41.829389915, -87.606892634)"
JB380296,08/05/2018 01:00:00 AM,075XX W ADDISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1631,36,14,1125252,1923013,2018,41.945106594,-87.815032485,"(41.945106594, -87.815032485)"
JB380106,08/05/2018 01:00:00 AM,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,42,06,1176107,1903313,2018,41.890053025,-87.628704402,"(41.890053025, -87.628704402)"
JB380002,08/05/2018 01:00:00 AM,072XX S MORGAN ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,true,0733,17,06,1170897,1856795,2018,41.762519013,-87.64919809,"(41.762519013, -87.64919809)"
JB379995,08/05/2018 01:00:00 AM,040XX N HERMITAGE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1912,47,06,1164073,1926950,2018,41.9551771,-87.672229247,"(41.9551771, -87.672229247)"
JB379970,08/05/2018 01:00:00 AM,033XX W EASTWOOD AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,true,true,1713,33,04B,1153196,1930650,2018,41.965553431,-87.712116667,"(41.965553431, -87.712116667)"
JB379778,08/05/2018 01:00:00 AM,006XX N FRANKLIN ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,42,06,1174211,1904618,2018,41.893676531,-87.635628328,"(41.893676531, -87.635628328)"
JB379770,08/05/2018 01:00:00 AM,036XX S LAKE PARK AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,0212,4,08B,1182233,1881257,2018,41.829389915,-87.606892634,"(41.829389915, -87.606892634)"
JB379773,08/05/2018 01:10:00 AM,037XX W HURON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,1112,27,15,1151174,1904408,2018,41.893583154,-87.720241104,"(41.893583154, -87.720241104)"
